station	id	state	city	owner	website	station_info	subchannels	source	collection_date
WJFB		TN	 Lebanon	 *pending sale to Weigel Broadcasting		 Digital Full-Power - 950 kW	 44.1 MeTV, 44.2 Heroes & Icons, 44.3 Start TV, 44.4 Decades, 44.5 Movies!, 44.6 TCT, 44.7 Light TV	stationindex	2023-05-17 12:50:01.701573
WPGD		TN	 Hendersonville	 Trinity Broadcasting Network	http://www.tbn.org/	 Digital Full-Power - 1000 kW	 50.1 WPGD/TBN, 50.2 Church Channel, 50.3 JCTV, 50.4 Enlace USA, 50.5 Smile of a Child	stationindex	2023-05-17 12:50:01.701573
WNAB	" ""CW 58"""	TN	 Nashville	 Lambert Broadcasting Group	http://www.cw58.tv/	 Digital Full-Power - 3980 kW		stationindex	2023-05-17 12:50:01.701573
WFSB		CT	 Hartford	 Meredith	http://www.wfsb.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WTNH	" ""NewsChannel 8"""	CT	 New Haven	 LIN TV	http://www.wtnh.com/	 Digital Full-Power - 166 kW		stationindex	2023-05-17 12:50:01.701573
WUVN	" ""Univision 18"""	CT	 Hartford	 Entravision		 Digital Full-Power - 3160 kW		stationindex	2023-05-17 12:50:01.701573
WCCT	" ""The CT"""	CT	 Waterbury	 Tegna	https://www.yourcwtv.com/partners/hartford/	 Digital Full-Power - 220 kW	 20.1 WCCT/CW, 20.2 This TV	stationindex	2023-05-17 12:50:01.701573
WEDH	" ""CPTV"""	CT	 Hartford		http://www.cptv.org/	 Digital Educational Full-Power - 813 kW		stationindex	2023-05-17 12:50:01.701573
WHPX		CT	 New London	 Ion Media Networks		 Digital Full-Power - 90 kW	 26.1 Ion, 26.2 Qubo, 26.3 Ion Life, 26.4 Ion Shop, 26.5 QVC, 26.6 HSN	stationindex	2023-05-17 12:50:01.701573
WVIT	" ""NBC 30"""	CT	 New Britain	 NBC Universal	http://www.nbcconnecticut.com/	 Digital Full-Power - 3090 kW	 30.1 WVIT/NBC, 30.2 NBC Plus, 30.3 Blank	stationindex	2023-05-17 12:50:01.701573
WRNT-LP		CT	 Hartford	 R and S Broadcasting		 Low-Power - 60 kW		stationindex	2023-05-17 12:50:01.701573
WEDW	" ""CPTV"""	CT	 Bridgeport		http://www.cptv.org/	 Digital Educational Full-Power - 1950 kW		stationindex	2023-05-17 12:50:01.701573
WEDN	" ""CPTV"""	CT	 Norwich		http://www.cptv.org/	 Digital Educational Full-Power - 794 kW		stationindex	2023-05-17 12:50:01.701573
WCTX	" ""My 9"""	CT	 New Haven	 LIN TV	http://www.mytv9web.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WTIC	" ""FOX CT"""	CT	 Hartford	 Tegna	https://fox61.com/	 Digital Full-Power - 526 kW		stationindex	2023-05-17 12:50:01.701573
WEDY	" ""CPTV"""	CT	 New Haven		http://www.cptv.org/	 Digital Educational Full-Power - 7.9 kW		stationindex	2023-05-17 12:50:01.701573
WDAF	" ""FOX 4"""	MO	 Kansas City	 Local TV LLC	http://www.fox4kc.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KCTV		MO	 Kansas City	 Meredith	http://www.kctv5.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KMOS		MO	 Sedalia	 University of Central Missouri	http://www.kmos.org/	 Digital Educational Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KMBC		MO	 Kansas City	 Hearst Television	http://www.kmbc.com/	 Digital Full-Power - 316 kW	 9.1 KMBC/ABC, 9.2 Weather, 9.3 MeTV	stationindex	2023-05-17 12:50:01.701573
KCPT		MO	 Kansas City		http://www.kcpt.org/	 Digital Educational Full-Power - 1160 kW		stationindex	2023-05-17 12:50:01.701573
KCWE	" ""kcwe 29"""	MO	 Kansas City	 Hearst Television	http://www.thekansascitychannel.com/kcwetv/	 Digital Full-Power - 1000 kW	 29.1 KCWE/CW, 29.2 This TV	stationindex	2023-05-17 12:50:01.701573
KMCI	" ""38 The Spot"""	KS	 Lawrence	 E. W. Scripps Company	https://www.kshb.com/38-the-spot	 Digital Full-Power - 1000 kW	 38.1 KMCI, 38.2 Bounce, 38.3 Court TV Mystery, 38.4 Court TV	stationindex	2023-05-17 12:50:01.701573
KSHB		MO	 Kansas City	 E. W. Scripps Company	https://www.kshb.com/	 Digital Full-Power - 1000 kW	 41.1 KSHB/NBC, 41.2 Grit TV, 41.3 Laff TV	stationindex	2023-05-17 12:50:01.701573
KPXE		MO	 Kansas City	 Ion Media Networks		 Digital Full-Power - 1170 kW	 50.1 Ion, 50.2 Qubo, 50.3 Ion Life, 50.4 Ion Shop, 50.5 QVC, 50.6 HSN	stationindex	2023-05-17 12:50:01.701573
KSMO	" ""MY KSMO TV"""	MO	 Kansas City	 Meredith	http://www.myksmotv.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WCMH	" ""NBC 4"""	OH	 Columbus	 Nexstar Media Group	https://www.nbc4i.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WSYX	" ""ABC 6"""	OH	 Columbus	 Sinclair Broadcast Group	http://www.wsyx6.com/	 Digital Full-Power - 59 kW		stationindex	2023-05-17 12:50:01.701573
WBNS	" ""10TV"""	OH	 Columbus	 Tegna	https://www.10tv.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WTTE	" ""FOX 28"""	OH	 Columbus		http://www.wtte28.com/	 Digital Full-Power - 1910 kW		stationindex	2023-05-17 12:50:01.701573
WCSN-LD		OH	 Columbus	 Columbus Television, LLC		 Digital Low-Power - 15 kW	 32.1 WCSN, 32.2 Cozi TV, 32.3 Dalmar TV, 32.4 TV Africa Network, 32.5 Guide Us TV, 32.6 Prime TV Network, 32.7 Soul of the South Network, 32.8 Infomercials	stationindex	2023-05-17 12:50:01.701573
WOSU		OH	 Columbus	 Ohio State University	http://www.wosu.org/	 Digital Educational Full-Power - 250 kW		stationindex	2023-05-17 12:50:01.701573
WSFJ		OH	 Newark	 Trinity Broadcasting Network		 Digital Full-Power - 1000 kW	 51.1 WSFJ/TBN, 51.2 Church Channel, 51.3 JCTV, 51.4 Enlace USA, 51.5 Smile of a Child	stationindex	2023-05-17 12:50:01.701573
WWHO	" ""CW Columbus"""	OH	 Chillicothe	 LIN TV	http://www.wwhotv.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KUTV		UT	 Salt Lake City	 Sinclair Broadcast Group	http://www.kutv.com/	 Digital Full-Power - 423 kW	 2.1 KUTV/CBS, 2.2 This TV	stationindex	2023-05-17 12:50:01.701573
KTVX	" ""ABC 4"""	UT	 Salt Lake City	 Newport Television	http://www.4utah.com/	 Digital Full-Power - 475.7 kW	 4.1 KTVX/ABC, 4.2 The Hive	stationindex	2023-05-17 12:50:01.701573
KCSG		UT	 Cedar City	 Southwest Media, LLC	http://www.kcsg.com/	 Digital Full-Power - 25 kW		stationindex	2023-05-17 12:50:01.701573
KSL		UT	 Salt Lake City	 Bonneville	https://www.ksl.com/	 Digital Full-Power - 546 kW	 5.1 KSL/NBC, 5.2 Cozi TV, 5.3 This TV	stationindex	2023-05-17 12:50:01.701573
KUED		UT	 Salt Lake City	 University of Utah	http://www.kued.org/	 Digital Educational Full-Power - 239 kW	 7.1 KUED/PBS, 7.2 PBS World, 7.3 V-me	stationindex	2023-05-17 12:50:01.701573
KUEN	" ""UEN-TV"""	UT	 Ogden	 Utah State Board of Regents	http://www.uen.org/tv/	 Digital Educational Full-Power - 200 kW	 9.1 KUEN, 9.2 MHz Worldview	stationindex	2023-05-17 12:50:01.701573
KBYU	" ""BYUtv"""	UT	 Provo	 Brigham Young University	http://www.kbyutv.org/	 Digital Educational Full-Power - 346 kW	 11.1 KBYU/BYU TV, 11.2 BYU Radio, 11.3 Classical 89	stationindex	2023-05-17 12:50:01.701573
KUTF		UT	 Logan	 Daystar Television Network		 Digital Full-Power - 22.3 kW		stationindex	2023-05-17 12:50:01.701573
KMYU	" ""My Utah TV"""	UT	 St. George	 Sinclair Broadcast Group	http://kmyu.tv/	 Digital Full-Power - 3.2 kW	 12.1 My Network TV	stationindex	2023-05-17 12:50:01.701573
KSTU	" ""FOX 13"""	UT	 Salt Lake City	 E. W. Scripps Company	https://fox13now.com/	 Digital Full-Power - 350 kW		stationindex	2023-05-17 12:50:01.701573
KJZZ		UT	 Salt Lake City	 Sinclair Broadcast Group	http://www.kjzz.com/	 Digital Full-Power - 200 kW	 14.1 KJZZ/Independent, 14.2 Comet, 14.3 Off Air, 14.4 Charge!	stationindex	2023-05-17 12:50:01.701573
KUPX		UT	 Provo	 Ion Media Networks	http://www.iontelevision.com/	 Digital Full-Power - 530 kW	 16.1 Ion, 16.2 Qubo, 16.3 Ion Life, 16.4 Ion Shop, 16.5 QVC, 16.6 HSN	stationindex	2023-05-17 12:50:01.701573
KUES	" ""PBS/KUED"""	UT	 Richfield	 University of Utah	http://www.kued.org/	 Digital Educational Full-Power - 0.33 kW		stationindex	2023-05-17 12:50:01.701573
KPDR-LD		UT	 Salt Lake City	 Craig and Marilyn Caples & William Mitchell		 Digital Low-Power - 11 kW	 19.1 Youtoo TV, 19.2 Tuff TV, 19.3 WizeBuys, 19.4 TV Scout, 19.5 UCCTV, 19.6 Local Programming	stationindex	2023-05-17 12:50:01.701573
KTMW	" ""TV 20"""	UT	 Salt Lake City	 Alpha & Omega Communications	http://www.tv20.tv/	 Digital Full-Power - 560 kW		stationindex	2023-05-17 12:50:01.701573
KPNZ	" ""Estrella TV KPNZ 24"""	UT	 Ogden	 Liberman Broadcasting		 Digital Full-Power - 450 kW	 24.1 KPNZ/Estrella TV	stationindex	2023-05-17 12:50:01.701573
KUCW	" ""CW 30"""	UT	 Ogden	 High Plains Broadcasting	http://www.cw30.com/	 Digital Full-Power - 200 kW		stationindex	2023-05-17 12:50:01.701573
KUTH		UT	 Provo	 Univision Communications		 Digital Full-Power - 194 kW		stationindex	2023-05-17 12:50:01.701573
KEJT-LP		UT	 Salt Lake City	 NBC Universal		 Class-A - 37 kW		stationindex	2023-05-17 12:50:01.701573
WLWT		OH	 Cincinnati	 Hearst Television	http://www.wlwt.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WCPO		OH	 Cincinnati	 E. W. Scripps Company	https://www.wcpo.com/	 Digital Full-Power - 1000 kW	 9.1 ABC, 9.2 Court TV , 9.3 Bounce TV, 9.4 Court TV Mystery, 9.5 Laff, 9.6 Stitcher	stationindex	2023-05-17 12:50:01.701573
WKRC	" ""Local 12"""	OH	 Cincinnati	 Newport Television	http://www.wkrc.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WPTO		OH	 Oxford		http://www.thinktv.org/	 Digital Educational Full-Power - 204 kW		stationindex	2023-05-17 12:50:01.701573
WXIX	" ""FOX 19"""	KY	 Newport	 Raycom	http://www.wxix.com/	 Digital Full-Power - 4680 kW	 19.1 WXIX/FOX, 19.2 This TV	stationindex	2023-05-17 12:50:01.701573
WOTH-CD		OH	 Cincinnati	 Elliott Block / Block Communications	http://wothtv.com/	 Digital Class-A - 15 kW	 20.1 Movies, 20.2 Decades, 20.3 Antenna TV, 20.4 Tuff TV, 20.5 AMG TV	stationindex	2023-05-17 12:50:01.701573
WBQC-LD	" ""WKRP TV"""	OH	 Cincinnati	 Elliott Block / Block Communications	http://wkrp.tv/	 Digital Low-Power - 15 kW	 25.1 WKRP/Cozi TV, 25.2 This TV, 25.3 RTV, 25.4 Jewelry TV, 25.5 Heartland TV, 25.6 SonLife	stationindex	2023-05-17 12:50:01.701573
WKOI		IN	 Richmond	 Trinity Broadcasting Network	http://www.tbn.org/	 Digital Full-Power - 500 kW	 39.1 WKOI/TBN, 39.2 Church Channel, 39.3 JCTV, 39.4 Enlace USA, 39.5 Smile of a Child	stationindex	2023-05-17 12:50:01.701573
WCET		OH	 Cincinnati		http://www.cetconnect.org/	 Digital Educational Full-Power - 400 kW		stationindex	2023-05-17 12:50:01.701573
WCVN		KY	 Covington		http://www.ket.org/	 Digital Educational Full-Power - 53.5 kW		stationindex	2023-05-17 12:50:01.701573
WSTR	" ""MY 64"""	OH	 Cincinnati	 Sinclair Broadcast Group	http://www.my64.tv/	 Digital Full-Power - 675 kW		stationindex	2023-05-17 12:50:01.701573
WTMJ	" ""TMJ 4"""	WI	 Milwaukee	 Journal Broadcast Group	http://www.todaystmj4.com/	 Digital Full-Power - 1000 kW	 4.1 WTMJ/NBC, 4.2 Storm Team 4 Weather, 4.3 Living Well Network	stationindex	2023-05-17 12:50:01.701573
WITI	" ""FOX 6"""	WI	 Milwaukee	 Local TV LLC	http://www.fox6now.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WMVS	" ""MPTV"""	WI	 Milwaukee		http://www.mptv.org/	 Digital Educational Full-Power - 251 kW		stationindex	2023-05-17 12:50:01.701573
WISN		WI	 Milwaukee	 Hearst Television	http://www.wisn.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WVTV	" ""CW 18"""	WI	 Milwaukee	 Sinclair Broadcast Group	http://www.thattvwebsite.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WCGV	" ""My 24"""	WI	 Milwaukee	 Sinclair Broadcast Group	http://www.thattvwebsite.com/	 Digital Full-Power - 625 kW		stationindex	2023-05-17 12:50:01.701573
WVCY		WI	 Milwaukee		http://www.vcyamerica.org/	 Digital Full-Power - 1070 kW		stationindex	2023-05-17 12:50:01.701573
WMVT		WI	 Milwaukee		http://www.mptv.org/	 Digital Educational Full-Power - 4790 kW		stationindex	2023-05-17 12:50:01.701573
WBME-CD	" ""Me TV Milwaukee"""	WI	 Milwaukee	 Weigel Broadcasting	http://www.metvmilwaukee.com/	 Digital Class-A - 15 kW	 41.1 WBME/Me TV	stationindex	2023-05-17 12:50:01.701573
WMLW		WI	 Racine	 Weigel Broadcasting	http://www.wmlw.com/	 Digital Full-Power - 500 kW	 49.1 WMLW, 49.2 Bounce TV, 49.4 Telemundo/WYTU-LD	stationindex	2023-05-17 12:50:01.701573
WWRS		WI	 Mayville	 Trinity Broadcasting Network	http://www.tbn.org/	 Digital Full-Power - 300 kW	 52.1 WWRS/TBN, 52.2 Church Channel, 52.3 JCTV, 52.4 Enlace USA, 52.5 Smile of a Child	stationindex	2023-05-17 12:50:01.701573
WPXE		WI	 Kenosha	 Ion Media Networks		 Digital Full-Power - 1000 kW	 55.1 Ion, 55.2 Qubo, 55.3 Ion Life, 55.4 Ion Shop, 55.5 QVC, 55.6 HSN	stationindex	2023-05-17 12:50:01.701573
WDJT	" ""CBS 58"""	WI	 Milwaukee	 Weigel Broadcasting	http://www.cbs58.com/	 Digital Full-Power - 1000 kW	 58.1 WDJT/CBS, 58.2 WBME-CD/Me TV, 58.3 Heroes & Icons, 58.4 Decades	stationindex	2023-05-17 12:50:01.701573
WIWN		WI	 Fond Du Lac	 Caballero Acquisition, LLC		 Digital Full-Power - 9 kW	 68.1 WIWN/SonLife	stationindex	2023-05-17 12:50:01.701573
WYFF		SC	 Greenville	 Hearst Television	http://www.wyff4.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WSPA	" ""News Channel 7"""	SC	 Spartanburg	 Nexstar Media Group	https://www.wspa.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WLOS		NC	 Asheville	 Sinclair Broadcast Group	http://www.wlos.com/	 Digital Full-Power - 178 kW		stationindex	2023-05-17 12:50:01.701573
WGGS		SC	 Greenville	 Dove Broadcasting	http://www.dovebroadcasting.com/	 Digital Full-Power - 1120 kW		stationindex	2023-05-17 12:50:01.701573
WHNS	" ""FOX Carolina"""	NC	 Asheville	 Meredith	http://www.whns.com/	 Digital Full-Power - 3390 kW		stationindex	2023-05-17 12:50:01.701573
WNTV		SC	 Greenville		http://www.scetv.org/	 Digital Educational Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WUNF	" ""UNC TV"""	NC	 Asheville	 University of North Carolina	http://www.unctv.org/	 Digital Educational Full-Power - 1510 kW		stationindex	2023-05-17 12:50:01.701573
WNEH		SC	 Greenwood		http://www.scetv.org/	 Digital Educational Full-Power - 1780 kW		stationindex	2023-05-17 12:50:01.701573
WMYA	" ""My 40"""	SC	 Anderson		http://www.my40.tv/	 Digital Full-Power - 2570 kW		stationindex	2023-05-17 12:50:01.701573
WRET		GA	 Spartanburg		http://www.wret.org/	 Digital Educational Full-Power - 1740 kW		stationindex	2023-05-17 12:50:01.701573
WYCW	" ""CW 62"""	NC	 Asheville	 Nexstar Media Group	https://www.wspa.com/cw62/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KCWX		TX	 Fredericksburg	 Corridor Television		 Digital Full-Power - 23.7 kW	 2.1 KCWX/My Network TV	stationindex	2023-05-17 12:50:01.701573
WOAI		TX	 San Antonio	 High Plains Broadcasting	http://www.woai.com/	 Digital Full-Power - 905 kW		stationindex	2023-05-17 12:50:01.701573
KENS		TX	 San Antonio	 Tegna Media	http://www.kens5.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KLRN		TX	 San Antonio	 Alamo Public Telecommunications Council	http://www.klrn.org/	 Digital Educational Full-Power - 13.6 kW		stationindex	2023-05-17 12:50:01.701573
KSAT		TX	 San Antonio	 Graham Media Group	http://www.ksat.com/	 Digital Full-Power - 17.6 kW	 12.1 KSAT/ABC, 12.2 LATV	stationindex	2023-05-17 12:50:01.701573
K14LM		TX	 San Antonio	 Three Angels Broadcasting Network		 Low-Power - 53 kW		stationindex	2023-05-17 12:50:01.701573
KMXU-LP		TX	 San Antonio	 Louis Martinez Family Group		 Low-Power - 10 kW		stationindex	2023-05-17 12:50:01.701573
KNIC	" ""Unimas 17"""	TX	 Blano	 Univision Communications		 Digital Full-Power - 400 kW	 17.1 Unimas, 17.2 Escape	stationindex	2023-05-17 12:50:01.701573
KHCE		TX	 San Antonio	 Trinity Broadcasting Network	http://www.khce.org/	 Digital Educational Full-Power - 500 kW		stationindex	2023-05-17 12:50:01.701573
KPXL		TX	 Uvalde	 Ion Media Networks		 Digital Full-Power - 228 kW	 26.1 Ion, 26.2 Qubo, 26.3 Ion Life, 26.4 Ion Shop, 26.5 QVC, 26.6 HSN	stationindex	2023-05-17 12:50:01.701573
KABB	" ""FOX 29"""	TX	 San Antonio	 Sinclair Broadcast Group	http://www.kabb.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KVDF-CA	" ""Azteca 31 San Antonio"""	TX	 San Antonio	 Northstar Media		 Digital Class-A - 15 kW		stationindex	2023-05-17 12:50:01.701573
KNIC-CD		 San Antonio	 San Antonio	 Univision		 Digital Class-A - 15 kW		stationindex	2023-05-17 12:50:01.701573
KMYS	" ""CW 35"""	TX	 Kerrville	 Sinclair Broadcast Group	http://www.kmys.tv/	 Digital Full-Power - 1000 kW	 35.1 KMYS/CW, 35.2 Blank	stationindex	2023-05-17 12:50:01.701573
KISA-LP		TX	 San Antonio	 Mako Communications		 Low-Power - 7 kW		stationindex	2023-05-17 12:50:01.701573
KWEX		TX	 San Antonio	 Univision Communications		 Digital Full-Power - 580 kW	 41.1 Univision, 41.2 GetTV, 41.3 Grit TV	stationindex	2023-05-17 12:50:01.701573
KGMM-CD		TX	 San Antonio	 Caballero Television	http://www.tr3s.com/	 Digital Class-A - 51 kW		stationindex	2023-05-17 12:50:01.701573
K51JF		TX	 San Antonio	 Mintz Broadcasting		 Low-Power - 9.5 kW		stationindex	2023-05-17 12:50:01.701573
KVDA		TX	 San Antonio	 NBC Universal	http://sanantonio.holaciudad.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WPTV		FL	 West Palm Beach	 E. W. Scripps Company	https://www.wptv.com/	 Digital Full-Power - 50 kW	 5.1 WPTV/NBC, 5.2 MeTV, 5.3 Laff TV, 5.4 Start TV	stationindex	2023-05-17 12:50:01.701573
WHDT		FL	 Stuart	 E. W. Scripps Company	https://www.wptv.com/about-us/whdt	 Digital Full-Power - 621 kW	 9.1 Court TV	stationindex	2023-05-17 12:50:01.701573
WPEC	" ""News 12"""	FL	 West Palm Beach	 Freedom Communications	http://www.wpecnews12.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WTCE		FL	 Fort Pierce	 Jacksonville Educators Broadcasting	http://www.wjeb.org/	 Digital Educational Full-Power - 765 kW	 20.1 WTCE/TBN, 20.2 Church Channel, 20.3 JCTV, 20.4 Enlace USA, 20.5 Smile of a Child	stationindex	2023-05-17 12:50:01.701573
WPBF		FL	 Tequesta	 Hearst Television	http://www.wpbf.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WFLX	" ""FOX 29"""	FL	 West Palm Beach	 Raycom	http://www.wflxfox29.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WTVX	" ""West Palm CW"""	FL	 Fort Pierce	 Sinclair Broadcast Group	http://cw34.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WXEL		FL	 West Palm Beach	 Barry Telecommunications	http://www.wxel.org/	 Digital Educational Full-Power - 2140 kW		stationindex	2023-05-17 12:50:01.701573
WTCN-CA	" ""My 15"""	FL	 Palm Beach	 Sinclair Broadcast Group	http://my15wtcn.com/	 Class-A - 150 kW		stationindex	2023-05-17 12:50:01.701573
WWHB-CA		FL	 Stuart	 Sinclair Broadcast Group		 Digital Class-A - 2.1 kW		stationindex	2023-05-17 12:50:01.701573
WBWP-LD		FL	 West Palm Beach	 H&R Production Group		 Digital Low-Power - 40 kW		stationindex	2023-05-17 12:50:01.701573
WFGC		FL	 Palm Beach	 Christian Television of Palm Beach County	http://www.wfgc.com/	 Digital Full-Power - 2400 kW		stationindex	2023-05-17 12:50:01.701573
WPPB		FL	 Boca Raton	 School Board of Broward County, Florida	http://www.becon.tv/	 Digital Educational Full-Power - 646 kW		stationindex	2023-05-17 12:50:01.701573
WPXP		FL	 Lake Worth	 Ion Media Networks		 Digital Full-Power - 3980 kW	 67.1 Ion, 67.2 Qubo, 67.3 Ion Life, 67.4 Ion Shop, 67.5 QVC, 67.6 HSN	stationindex	2023-05-17 12:50:01.701573
WWMT		MI	 Kalamazoo	 Freedom Communications	http://www.wwmt.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WOOD	" ""WOOD TV 8"""	MI	 Grand Rapids	 LIN TV	http://www.woodtv.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WZZM		MI	 Grand Rapids	 Tegna Media	http://www.wzzm13.com/	 Digital Full-Power - 257 kW		stationindex	2023-05-17 12:50:01.701573
WXSP-CD		MI	 Grand Rapids	 LIN TV	http://wxsp.tv/x/	 Digital Class-A - 9.42 kW		stationindex	2023-05-17 12:50:01.701573
WXMI	" ""FOX 17"""	MI	 Grand Rapids	 E. W. Scripps Company	https://fox17online.com/	 Digital Full-Power - 725 kW	 17.1 Fox, 17.2 Antenna TV, 17.3 This TV	stationindex	2023-05-17 12:50:01.701573
WGVU		MI	 Grand Rapids	 Grand Valley State University	http://www.wgvu.org/	 Digital Educational Full-Power - 1320 kW		stationindex	2023-05-17 12:50:01.701573
WOTV	" ""WOTV ABC 4"""	MI	 Battle Creek	 LIN TV	http://www.wotv.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WZPX		MI	 Battle Creek	 Ion Media Networks		 Digital Full-Power - 1000 kW	 43.1 Ion, 43.2 Qubo, 43.3 Ion Life, 43.4 Ion Shop, 43.5 QVC, 43.6 HSN	stationindex	2023-05-17 12:50:01.701573
WGVK		 Kalamazoo. MI	 Kalamazoo. MI	 Grand Valley State University	http://www.wgvu.org/	 Digital Educational Full-Power - 44.7 kW		stationindex	2023-05-17 12:50:01.701573
WTLJ		MI	 Muskegon	 Tri-State Christian Television	https://www.tct.tv/	 Digital Full-Power - 310 kW		stationindex	2023-05-17 12:50:01.701573
WLLA	" ""Family Television"""	MI	 Kalamazoo		http://www.wlla.com/	 Digital Full-Power - 2510 kW		stationindex	2023-05-17 12:50:01.701573
WBRC	" ""FOX 6"""	AL	 Birmingham	 Local TV LLC	http://www.wbrc.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WCIQ	" ""APT"""	AL	 Mount Cheaha	 Alabama Public Television	http://www.aptv.org/	 Digital Educational Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WBIQ	" ""APT"""	AL	 Birmingham	 Alabama Public Television	http://www.aptv.org/	 Digital Educational Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WVTM		AL	 Birmingham	 Nexstar Media Group	https://www.wvtm13.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WDBB	" ""CW 21"""	AL	 Bessemer		http://www.wtto21.com/	 Digital Full-Power - 3720 kW		stationindex	2023-05-17 12:50:01.701573
WTTO	" ""CW 21"""	AL	 Homewood	 Sinclair Broadcast Group	http://www.wtto21.com/	 Digital Full-Power - 765 kW		stationindex	2023-05-17 12:50:01.701573
WUOA		AL	 Tuscaloosa	 University of Alabama		 Digital Full-Power - 890 kW		stationindex	2023-05-17 12:50:01.701573
